query_id,flight_id,image_path,truth_tile_ids,center_x,center_y
q_031,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142213_0124_V.JPG,s700_x254936.063_y3364766.491|s200_x254989.058_y3364504.565|s200_x255139.058_y3364504.565|s300_x254964.058_y3364554.565|s300_x255189.058_y3364554.565|s500_x254839.058_y3364654.565|s500_x255214.058_y3364654.565|s700_x254939.058_y3364754.565|s700_x254922.293_y3364157.454|s700_x254922.293_y3364682.454|s200_x254975.317_y3364495.530|s200_x255125.317_y3364495.530|s300_x254950.317_y3364395.530|s300_x255175.317_y3364395.530|s500_x254825.317_y3364420.530|s500_x255200.317_y3364420.530|s700_x254925.317_y3364145.530|s700_x254925.317_y3364670.530,255047.702,3364473.966
q_032,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142300_0152_V.JPG,s700_x254421.869_y3365387.480|s300_x254674.835_y3365175.528|s500_x254699.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254949.835_y3365375.528|s200_x254702.800_y3365113.601|s300_x254752.800_y3365163.601|s500_x254852.800_y3365263.601|s700_x254952.800_y3365363.601|s700_x254408.067_y3364778.442|s700_x254408.067_y3365303.442|s300_x254661.063_y3365016.491|s500_x254686.063_y3365041.491|s700_x254411.063_y3364766.491|s700_x254411.063_y3365291.491|s700_x254936.063_y3364766.491|s700_x254936.063_y3365291.491|s200_x254689.058_y3365104.565|s300_x254739.058_y3365004.565|s500_x254839.058_y3365029.565|s700_x254939.058_y3364754.565|s700_x254939.058_y3365279.565,254718.291,3365097.841
q_033,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142437_0174_V.JPG,s700_x254421.869_y3365387.480|s300_x254674.835_y3365175.528|s500_x254699.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254949.835_y3365375.528|s200_x254702.800_y3365263.601|s200_x254852.800_y3365263.601|s300_x254752.800_y3365163.601|s300_x254752.800_y3365388.601|s500_x254852.800_y3365263.601|s700_x254952.800_y3365363.601|s700_x254408.067_y3365303.442|s500_x254686.063_y3365041.491|s700_x254411.063_y3365291.491|s700_x254936.063_y3365291.491|s500_x254839.058_y3365029.565|s700_x254939.058_y3365279.565,254761.974,3365242.027
q_034,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142451_0180_V.JPG,s500_x254699.835_y3365275.528|s700_x254949.835_y3365375.528|s200_x254852.800_y3365113.601|s300_x254752.800_y3365163.601|s300_x254977.800_y3365163.601|s500_x254852.800_y3365263.601|s700_x254952.800_y3365363.601|s500_x254686.063_y3365041.491|s700_x254936.063_y3364766.491|s700_x254936.063_y3365291.491|s200_x254839.058_y3365104.565|s300_x254739.058_y3365004.565|s300_x254964.058_y3365004.565|s500_x254839.058_y3365029.565|s700_x254939.058_y3364754.565|s700_x254939.058_y3365279.565,254859.058,3365058.014
q_035,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142456_0183_V.JPG,s500_x254686.063_y3365041.491|s700_x254936.063_y3364766.491|s700_x254936.063_y3365291.491|s200_x254839.058_y3364954.565|s300_x254739.058_y3365004.565|s300_x254964.058_y3365004.565|s500_x254839.058_y3365029.565|s700_x254939.058_y3364754.565|s700_x254939.058_y3365279.565|s700_x254922.293_y3364682.454|s700_x254925.317_y3364670.530,254894.232,3364991.399
q_036,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142538_0208_V.JPG,s700_x254936.063_y3364766.491|s300_x255189.058_y3364554.565|s500_x255214.058_y3364654.565|s700_x254939.058_y3364754.565|s700_x255464.058_y3364754.565|s200_x255217.051_y3364492.665|s300_x255267.051_y3364542.665|s500_x255367.051_y3364642.665|s700_x255467.051_y3364742.665|s700_x254922.293_y3364157.454|s700_x254922.293_y3364682.454|s300_x255175.317_y3364395.530|s500_x255200.317_y3364420.530|s700_x254925.317_y3364145.530|s700_x254925.317_y3364670.530|s700_x255450.317_y3364145.530|s700_x255450.317_y3364670.530|s200_x255203.340_y3364483.631|s300_x255253.340_y3364383.631|s500_x255353.340_y3364408.631|s700_x255453.340_y3364133.631|s700_x255453.340_y3364658.631,255188.237,3364434.296
q_037,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142552_0214_V.JPG,s700_x254922.293_y3364157.454|s300_x255175.317_y3364170.530|s500_x255200.317_y3364045.530|s500_x255200.317_y3364420.530|s700_x254925.317_y3364145.530|s700_x255450.317_y3364145.530|s200_x255203.340_y3364183.631|s300_x255253.340_y3364158.631|s300_x255253.340_y3364383.631|s500_x255353.340_y3364033.631|s500_x255353.340_y3364408.631|s700_x255453.340_y3364133.631|s700_x254908.525_y3364073.418|s700_x254911.579_y3364061.495|s700_x255436.579_y3364061.495|s700_x255439.632_y3364049.598,255285.290,3364250.320
q_038,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142742_0235_V.JPG,s700_x254936.063_y3364766.491|s200_x255139.058_y3364654.565|s300_x255189.058_y3364779.565|s500_x255214.058_y3364654.565|s700_x254939.058_y3364754.565|s700_x255464.058_y3364754.565|s200_x255217.051_y3364792.665|s300_x255267.051_y3364767.665|s500_x255367.051_y3364642.665|s700_x255467.051_y3364742.665|s700_x254922.293_y3364682.454|s700_x254925.317_y3364670.530|s700_x255450.317_y3364670.530|s700_x255453.340_y3364658.631,255157.614,3364718.294
q_039,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142806_0248_V.JPG,s700_x254949.835_y3365375.528|s200_x255002.800_y3365113.601|s300_x254977.800_y3365163.601|s500_x254852.800_y3365263.601|s700_x254952.800_y3365363.601|s700_x254936.063_y3364766.491|s700_x254936.063_y3365291.491|s200_x254989.058_y3365104.565|s300_x254964.058_y3365004.565|s500_x254839.058_y3365029.565|s500_x255214.058_y3365029.565|s700_x254939.058_y3364754.565|s700_x254939.058_y3365279.565|s700_x254922.293_y3364682.454,254986.757,3365042.070
q_040,DJI_202510311413_010_新建面状航线1,/mnt/d/aiproject/imagematch/new2output/nadir_009010_dinov2_romav2_pose_2026-04-10/query_inputs/images/DJI_202510311413_010_新建面状航线1/DJI_20251031142830_0259_V.JPG,s300_x254674.835_y3365400.528|s500_x254699.835_y3365275.528|s700_x254949.835_y3365375.528|s200_x254852.800_y3365413.601|s300_x254752.800_y3365388.601|s300_x254977.800_y3365388.601|s500_x254852.800_y3365263.601|s700_x254952.800_y3365363.601|s700_x254936.063_y3365291.491|s700_x254939.058_y3365279.565,254822.004,3365354.074
