tile_id,image_path,status
s80_x253492.736_y3365697.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365697.942.png,ok
s80_x253492.736_y3365757.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365757.942.png,ok
s80_x253492.736_y3365817.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365817.942.png,ok
s80_x253492.736_y3365877.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365877.942.png,ok
s80_x253492.736_y3365937.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365937.942.png,ok
s80_x253492.736_y3365997.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365997.942.png,ok
s80_x253492.736_y3366057.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3366057.942.png,ok
s80_x253552.736_y3365697.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365697.942.png,ok
s80_x253552.736_y3365757.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365757.942.png,ok
s80_x253552.736_y3365817.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365817.942.png,ok
s80_x253552.736_y3365877.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365877.942.png,ok
s80_x253552.736_y3365937.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365937.942.png,ok
s80_x253552.736_y3365997.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365997.942.png,ok
s80_x253552.736_y3366057.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3366057.942.png,ok
s80_x253612.736_y3365697.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365697.942.png,ok
s80_x253612.736_y3365757.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365757.942.png,ok
s80_x253612.736_y3365817.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365817.942.png,ok
s80_x253612.736_y3365877.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365877.942.png,ok
s80_x253612.736_y3365937.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365937.942.png,ok
s80_x253612.736_y3365997.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365997.942.png,ok
s80_x253612.736_y3366057.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3366057.942.png,ok
s120_x253362.736_y3365717.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365717.942.png,ok
s120_x253362.736_y3365807.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365807.942.png,ok
s120_x253362.736_y3365897.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365897.942.png,ok
s120_x253362.736_y3365987.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365987.942.png,ok
s120_x253362.736_y3366077.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3366077.942.png,ok
s120_x253452.736_y3365717.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365717.942.png,ok
s120_x253452.736_y3365807.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365807.942.png,ok
s120_x253452.736_y3365897.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365897.942.png,ok
s120_x253452.736_y3365987.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365987.942.png,ok
s120_x253452.736_y3366077.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3366077.942.png,ok
s120_x253542.736_y3365717.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365717.942.png,ok
s120_x253542.736_y3365807.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365807.942.png,ok
s120_x253542.736_y3365897.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365897.942.png,ok
s120_x253542.736_y3365987.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365987.942.png,ok
s120_x253542.736_y3366077.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3366077.942.png,ok
s120_x253632.736_y3365717.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365717.942.png,ok
s120_x253632.736_y3365807.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365807.942.png,ok
s120_x253632.736_y3365897.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365897.942.png,ok
s120_x253632.736_y3365987.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365987.942.png,ok
s120_x253632.736_y3366077.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3366077.942.png,ok
s200_x253432.736_y3365757.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253432.736_y3365757.942.png,ok
s200_x253432.736_y3365907.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253432.736_y3365907.942.png,ok
s200_x253432.736_y3366057.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253432.736_y3366057.942.png,ok
s200_x253582.736_y3365757.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253582.736_y3365757.942.png,ok
s200_x253582.736_y3365907.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253582.736_y3365907.942.png,ok
s200_x253582.736_y3366057.942,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253582.736_y3366057.942.png,ok
s80_x253600.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3365686.519.png,ok
s80_x253600.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3365746.519.png,ok
s80_x253600.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3365806.519.png,ok
s80_x253600.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3365866.519.png,ok
s80_x253600.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3365926.519.png,ok
s80_x253600.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3365986.519.png,ok
s80_x253600.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253600.673_y3366046.519.png,ok
s80_x253660.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3365686.519.png,ok
s80_x253660.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3365746.519.png,ok
s80_x253660.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3365806.519.png,ok
s80_x253660.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3365866.519.png,ok
s80_x253660.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3365926.519.png,ok
s80_x253660.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3365986.519.png,ok
s80_x253660.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253660.673_y3366046.519.png,ok
s80_x253720.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3365686.519.png,ok
s80_x253720.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3365746.519.png,ok
s80_x253720.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3365806.519.png,ok
s80_x253720.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3365866.519.png,ok
s80_x253720.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3365926.519.png,ok
s80_x253720.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3365986.519.png,ok
s80_x253720.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253720.673_y3366046.519.png,ok
s80_x253780.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3365686.519.png,ok
s80_x253780.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3365746.519.png,ok
s80_x253780.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3365806.519.png,ok
s80_x253780.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3365866.519.png,ok
s80_x253780.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3365926.519.png,ok
s80_x253780.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3365986.519.png,ok
s80_x253780.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253780.673_y3366046.519.png,ok
s80_x253840.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3365686.519.png,ok
s80_x253840.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3365746.519.png,ok
s80_x253840.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3365806.519.png,ok
s80_x253840.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3365866.519.png,ok
s80_x253840.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3365926.519.png,ok
s80_x253840.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3365986.519.png,ok
s80_x253840.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253840.673_y3366046.519.png,ok
s80_x253900.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3365686.519.png,ok
s80_x253900.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3365746.519.png,ok
s80_x253900.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3365806.519.png,ok
s80_x253900.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3365866.519.png,ok
s80_x253900.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3365926.519.png,ok
s80_x253900.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3365986.519.png,ok
s80_x253900.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253900.673_y3366046.519.png,ok
s80_x253960.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3365686.519.png,ok
s80_x253960.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3365746.519.png,ok
s80_x253960.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3365806.519.png,ok
s80_x253960.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3365866.519.png,ok
s80_x253960.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3365926.519.png,ok
s80_x253960.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3365986.519.png,ok
s80_x253960.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253960.673_y3366046.519.png,ok
s80_x254020.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3365686.519.png,ok
s80_x254020.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3365746.519.png,ok
s80_x254020.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3365806.519.png,ok
s80_x254020.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3365866.519.png,ok
s80_x254020.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3365926.519.png,ok
s80_x254020.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3365986.519.png,ok
s80_x254020.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254020.673_y3366046.519.png,ok
s80_x254080.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3365686.519.png,ok
s80_x254080.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3365746.519.png,ok
s80_x254080.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3365806.519.png,ok
s80_x254080.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3365866.519.png,ok
s80_x254080.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3365926.519.png,ok
s80_x254080.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3365986.519.png,ok
s80_x254080.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254080.673_y3366046.519.png,ok
s80_x254140.673_y3365686.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3365686.519.png,ok
s80_x254140.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3365746.519.png,ok
s80_x254140.673_y3365806.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3365806.519.png,ok
s80_x254140.673_y3365866.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3365866.519.png,ok
s80_x254140.673_y3365926.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3365926.519.png,ok
s80_x254140.673_y3365986.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3365986.519.png,ok
s80_x254140.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254140.673_y3366046.519.png,ok
s120_x253620.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253620.673_y3365706.519.png,ok
s120_x253620.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253620.673_y3365796.519.png,ok
s120_x253620.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253620.673_y3365886.519.png,ok
s120_x253620.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253620.673_y3365976.519.png,ok
s120_x253620.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253620.673_y3366066.519.png,ok
s120_x253710.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253710.673_y3365706.519.png,ok
s120_x253710.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253710.673_y3365796.519.png,ok
s120_x253710.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253710.673_y3365886.519.png,ok
s120_x253710.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253710.673_y3365976.519.png,ok
s120_x253710.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253710.673_y3366066.519.png,ok
s120_x253800.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253800.673_y3365706.519.png,ok
s120_x253800.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253800.673_y3365796.519.png,ok
s120_x253800.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253800.673_y3365886.519.png,ok
s120_x253800.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253800.673_y3365976.519.png,ok
s120_x253800.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253800.673_y3366066.519.png,ok
s120_x253890.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253890.673_y3365706.519.png,ok
s120_x253890.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253890.673_y3365796.519.png,ok
s120_x253890.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253890.673_y3365886.519.png,ok
s120_x253890.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253890.673_y3365976.519.png,ok
s120_x253890.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253890.673_y3366066.519.png,ok
s120_x253980.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253980.673_y3365706.519.png,ok
s120_x253980.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253980.673_y3365796.519.png,ok
s120_x253980.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253980.673_y3365886.519.png,ok
s120_x253980.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253980.673_y3365976.519.png,ok
s120_x253980.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253980.673_y3366066.519.png,ok
s120_x254070.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254070.673_y3365706.519.png,ok
s120_x254070.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254070.673_y3365796.519.png,ok
s120_x254070.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254070.673_y3365886.519.png,ok
s120_x254070.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254070.673_y3365976.519.png,ok
s120_x254070.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254070.673_y3366066.519.png,ok
s120_x254160.673_y3365706.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254160.673_y3365706.519.png,ok
s120_x254160.673_y3365796.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254160.673_y3365796.519.png,ok
s120_x254160.673_y3365886.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254160.673_y3365886.519.png,ok
s120_x254160.673_y3365976.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254160.673_y3365976.519.png,ok
s120_x254160.673_y3366066.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x254160.673_y3366066.519.png,ok
s200_x253660.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253660.673_y3365746.519.png,ok
s200_x253660.673_y3365896.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253660.673_y3365896.519.png,ok
s200_x253660.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253660.673_y3366046.519.png,ok
s200_x253810.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253810.673_y3365746.519.png,ok
s200_x253810.673_y3365896.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253810.673_y3365896.519.png,ok
s200_x253810.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253810.673_y3366046.519.png,ok
s200_x253960.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253960.673_y3365746.519.png,ok
s200_x253960.673_y3365896.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253960.673_y3365896.519.png,ok
s200_x253960.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253960.673_y3366046.519.png,ok
s200_x254110.673_y3365746.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x254110.673_y3365746.519.png,ok
s200_x254110.673_y3365896.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x254110.673_y3365896.519.png,ok
s200_x254110.673_y3366046.519,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x254110.673_y3366046.519.png,ok
s80_x254128.610_y3365674.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3365674.565.png,ok
s80_x254128.610_y3365734.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3365734.565.png,ok
s80_x254128.610_y3365794.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3365794.565.png,ok
s80_x254128.610_y3365854.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3365854.565.png,ok
s80_x254128.610_y3365914.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3365914.565.png,ok
s80_x254128.610_y3365974.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3365974.565.png,ok
s80_x254128.610_y3366034.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3366034.565.png,ok
s80_x254128.610_y3366094.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254128.610_y3366094.565.png,ok
s80_x254188.610_y3365674.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3365674.565.png,ok
s80_x254188.610_y3365734.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3365734.565.png,ok
s80_x254188.610_y3365794.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3365794.565.png,ok
s80_x254188.610_y3365854.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3365854.565.png,ok
s80_x254188.610_y3365914.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3365914.565.png,ok
s80_x254188.610_y3365974.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3365974.565.png,ok
s80_x254188.610_y3366034.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3366034.565.png,ok
s80_x254188.610_y3366094.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254188.610_y3366094.565.png,ok
s80_x254248.610_y3365674.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254248.610_y3365674.565.png,ok
s80_x254248.610_y3365734.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254248.610_y3365734.565.png,ok
s80_x254248.610_y3365794.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254248.610_y3365794.565.png,ok
s80_x254248.610_y3365854.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254248.610_y3365854.565.png,ok
s80_x254248.610_y3365914.565,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x254248.610_y3365914.565.png,ok
