tile_id,scale_level_m,tile_size_m,image_path,source_tif,pixel_col_off,pixel_row_off,pixel_width,pixel_height,native_width,native_height,gsd_x_m_per_px,gsd_y_m_per_px,center_x,center_y,min_x,min_y,max_x,max_y,affine
cw_s200_x253933.721_y3363902.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3363902.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,12048,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3363902.516620819457,253833.721025345556,3363802.516620819457,254033.721025345556,3364002.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364002.5166208195]"
cw_s200_x253933.721_y3364052.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,10977,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364052.516620819457,253833.721025345556,3363952.516620819457,254033.721025345556,3364152.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364152.5166208195]"
cw_s200_x253933.721_y3364202.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,9906,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364202.516620819457,253833.721025345556,3364102.516620819457,254033.721025345556,3364302.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364302.5166208195]"
cw_s200_x253933.721_y3364352.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,8835,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364352.516620819457,253833.721025345556,3364252.516620819457,254033.721025345556,3364452.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364452.5166208195]"
cw_s200_x253933.721_y3364502.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364502.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,7764,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364502.516620819457,253833.721025345556,3364402.516620819457,254033.721025345556,3364602.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364602.5166208195]"
cw_s200_x253933.721_y3364652.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364652.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,6693,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364652.516620819457,253833.721025345556,3364552.516620819457,254033.721025345556,3364752.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364752.5166208195]"
cw_s200_x253933.721_y3364802.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,5622,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364802.516620819457,253833.721025345556,3364702.516620819457,254033.721025345556,3364902.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3364902.5166208195]"
cw_s200_x253933.721_y3364952.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,4551,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3364952.516620819457,253833.721025345556,3364852.516620819457,254033.721025345556,3365052.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3365052.5166208195]"
cw_s200_x253933.721_y3365102.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3365102.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,3480,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3365102.516620819457,253833.721025345556,3365002.516620819457,254033.721025345556,3365202.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3365202.5166208195]"
cw_s200_x253933.721_y3365252.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x253933.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,3213,2409,1428,1428,1428,1428,0.140056022409,0.140056022409,253933.721025345556,3365252.516620819457,253833.721025345556,3365152.516620819457,254033.721025345556,3365352.516620819457,"[0.1400560224089636, 0.0, 253833.72102534556, 0.0, -0.1400560224089636, 3365352.5166208195]"
cw_s200_x254083.721_y3363902.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3363902.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,12048,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3363902.516620819457,253983.721025345556,3363802.516620819457,254183.721025345556,3364002.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364002.5166208195]"
cw_s200_x254083.721_y3364052.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,10977,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364052.516620819457,253983.721025345556,3363952.516620819457,254183.721025345556,3364152.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364152.5166208195]"
cw_s200_x254083.721_y3364202.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,9906,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364202.516620819457,253983.721025345556,3364102.516620819457,254183.721025345556,3364302.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364302.5166208195]"
cw_s200_x254083.721_y3364352.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,8835,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364352.516620819457,253983.721025345556,3364252.516620819457,254183.721025345556,3364452.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364452.5166208195]"
cw_s200_x254083.721_y3364502.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364502.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,7764,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364502.516620819457,253983.721025345556,3364402.516620819457,254183.721025345556,3364602.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364602.5166208195]"
cw_s200_x254083.721_y3364652.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364652.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,6693,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364652.516620819457,253983.721025345556,3364552.516620819457,254183.721025345556,3364752.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364752.5166208195]"
cw_s200_x254083.721_y3364802.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,5622,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364802.516620819457,253983.721025345556,3364702.516620819457,254183.721025345556,3364902.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3364902.5166208195]"
cw_s200_x254083.721_y3364952.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,4551,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3364952.516620819457,253983.721025345556,3364852.516620819457,254183.721025345556,3365052.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3365052.5166208195]"
cw_s200_x254083.721_y3365102.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3365102.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,3480,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3365102.516620819457,253983.721025345556,3365002.516620819457,254183.721025345556,3365202.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3365202.5166208195]"
cw_s200_x254083.721_y3365252.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254083.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,4284,2409,1428,1428,1428,1428,0.140056022409,0.140056022409,254083.721025345556,3365252.516620819457,253983.721025345556,3365152.516620819457,254183.721025345556,3365352.516620819457,"[0.1400560224089636, 0.0, 253983.72102534556, 0.0, -0.1400560224089636, 3365352.5166208195]"
cw_s200_x254233.721_y3363902.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3363902.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,12048,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3363902.516620819457,254133.721025345556,3363802.516620819457,254333.721025345556,3364002.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364002.5166208195]"
cw_s200_x254233.721_y3364052.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,10977,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364052.516620819457,254133.721025345556,3363952.516620819457,254333.721025345556,3364152.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364152.5166208195]"
cw_s200_x254233.721_y3364202.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,9906,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364202.516620819457,254133.721025345556,3364102.516620819457,254333.721025345556,3364302.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364302.5166208195]"
cw_s200_x254233.721_y3364352.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,8835,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364352.516620819457,254133.721025345556,3364252.516620819457,254333.721025345556,3364452.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364452.5166208195]"
cw_s200_x254233.721_y3364502.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364502.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,7764,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364502.516620819457,254133.721025345556,3364402.516620819457,254333.721025345556,3364602.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364602.5166208195]"
cw_s200_x254233.721_y3364652.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364652.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,6693,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364652.516620819457,254133.721025345556,3364552.516620819457,254333.721025345556,3364752.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364752.5166208195]"
cw_s200_x254233.721_y3364802.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,5622,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364802.516620819457,254133.721025345556,3364702.516620819457,254333.721025345556,3364902.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3364902.5166208195]"
cw_s200_x254233.721_y3364952.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,4551,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3364952.516620819457,254133.721025345556,3364852.516620819457,254333.721025345556,3365052.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3365052.5166208195]"
cw_s200_x254233.721_y3365102.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3365102.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,3480,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3365102.516620819457,254133.721025345556,3365002.516620819457,254333.721025345556,3365202.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3365202.5166208195]"
cw_s200_x254233.721_y3365252.517,200,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/candidate_library/tiles_native/cw_s200_x254233.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_gate_2026-04-20/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,5355,2409,1428,1428,1428,1428,0.140056022409,0.140056022409,254233.721025345556,3365252.516620819457,254133.721025345556,3365152.516620819457,254333.721025345556,3365352.516620819457,"[0.1400560224089636, 0.0, 254133.72102534556, 0.0, -0.1400560224089636, 3365352.5166208195]"
