tile_id,scale_level_m,tile_size_m,image_path,source_tif,pixel_col_off,pixel_row_off,pixel_width,pixel_height,native_width,native_height,gsd_x_m_per_px,gsd_y_m_per_px,center_x,center_y,min_x,min_y,max_x,max_y,affine
s80_x253312.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253312.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,431,756,144,144,144,144,0.5555555555555556,0.5555555555555556,253312.73571264104,3365817.941804805,253272.73571264104,3365777.941804805,253352.73571264104,3365857.941804805,"[0.5555555555555556, 0.0, 253272.73571264104, 0.0, -0.5555555555555556, 3365857.941804805]"
s80_x253312.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253312.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,431,649,144,144,144,144,0.5555555555555556,0.5555555555555556,253312.73571264104,3365877.941804805,253272.73571264104,3365837.941804805,253352.73571264104,3365917.941804805,"[0.5555555555555556, 0.0, 253272.73571264104, 0.0, -0.5555555555555556, 3365917.941804805]"
s80_x253312.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253312.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,431,541,144,144,144,144,0.5555555555555556,0.5555555555555556,253312.73571264104,3365937.941804805,253272.73571264104,3365897.941804805,253352.73571264104,3365977.941804805,"[0.5555555555555556, 0.0, 253272.73571264104, 0.0, -0.5555555555555556, 3365977.941804805]"
s80_x253312.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253312.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,431,433,144,144,144,144,0.5555555555555556,0.5555555555555556,253312.73571264104,3365997.941804805,253272.73571264104,3365957.941804805,253352.73571264104,3366037.941804805,"[0.5555555555555556, 0.0, 253272.73571264104, 0.0, -0.5555555555555556, 3366037.941804805]"
s80_x253372.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253372.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,972,144,144,144,144,0.5555555555555556,0.5555555555555556,253372.73571264104,3365697.941804805,253332.73571264104,3365657.941804805,253412.73571264104,3365737.941804805,"[0.5555555555555556, 0.0, 253332.73571264104, 0.0, -0.5555555555555556, 3365737.941804805]"
s80_x253372.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253372.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,864,144,144,144,144,0.5555555555555556,0.5555555555555556,253372.73571264104,3365757.941804805,253332.73571264104,3365717.941804805,253412.73571264104,3365797.941804805,"[0.5555555555555556, 0.0, 253332.73571264104, 0.0, -0.5555555555555556, 3365797.941804805]"
s80_x253372.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253372.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,756,144,144,144,144,0.5555555555555556,0.5555555555555556,253372.73571264104,3365817.941804805,253332.73571264104,3365777.941804805,253412.73571264104,3365857.941804805,"[0.5555555555555556, 0.0, 253332.73571264104, 0.0, -0.5555555555555556, 3365857.941804805]"
s80_x253372.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253372.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,649,144,144,144,144,0.5555555555555556,0.5555555555555556,253372.73571264104,3365877.941804805,253332.73571264104,3365837.941804805,253412.73571264104,3365917.941804805,"[0.5555555555555556, 0.0, 253332.73571264104, 0.0, -0.5555555555555556, 3365917.941804805]"
s80_x253372.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253372.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,541,144,144,144,144,0.5555555555555556,0.5555555555555556,253372.73571264104,3365937.941804805,253332.73571264104,3365897.941804805,253412.73571264104,3365977.941804805,"[0.5555555555555556, 0.0, 253332.73571264104, 0.0, -0.5555555555555556, 3365977.941804805]"
s80_x253372.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253372.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,433,144,144,144,144,0.5555555555555556,0.5555555555555556,253372.73571264104,3365997.941804805,253332.73571264104,3365957.941804805,253412.73571264104,3366037.941804805,"[0.5555555555555556, 0.0, 253332.73571264104, 0.0, -0.5555555555555556, 3366037.941804805]"
s80_x253432.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253432.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,972,144,144,144,144,0.5555555555555556,0.5555555555555556,253432.73571264104,3365697.941804805,253392.73571264104,3365657.941804805,253472.73571264104,3365737.941804805,"[0.5555555555555556, 0.0, 253392.73571264104, 0.0, -0.5555555555555556, 3365737.941804805]"
s80_x253432.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253432.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,864,144,144,144,144,0.5555555555555556,0.5555555555555556,253432.73571264104,3365757.941804805,253392.73571264104,3365717.941804805,253472.73571264104,3365797.941804805,"[0.5555555555555556, 0.0, 253392.73571264104, 0.0, -0.5555555555555556, 3365797.941804805]"
s80_x253432.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253432.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,756,144,144,144,144,0.5555555555555556,0.5555555555555556,253432.73571264104,3365817.941804805,253392.73571264104,3365777.941804805,253472.73571264104,3365857.941804805,"[0.5555555555555556, 0.0, 253392.73571264104, 0.0, -0.5555555555555556, 3365857.941804805]"
s80_x253432.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253432.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,649,144,144,144,144,0.5555555555555556,0.5555555555555556,253432.73571264104,3365877.941804805,253392.73571264104,3365837.941804805,253472.73571264104,3365917.941804805,"[0.5555555555555556, 0.0, 253392.73571264104, 0.0, -0.5555555555555556, 3365917.941804805]"
s80_x253432.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253432.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,541,144,144,144,144,0.5555555555555556,0.5555555555555556,253432.73571264104,3365937.941804805,253392.73571264104,3365897.941804805,253472.73571264104,3365977.941804805,"[0.5555555555555556, 0.0, 253392.73571264104, 0.0, -0.5555555555555556, 3365977.941804805]"
s80_x253432.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253432.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,433,144,144,144,144,0.5555555555555556,0.5555555555555556,253432.73571264104,3365997.941804805,253392.73571264104,3365957.941804805,253472.73571264104,3366037.941804805,"[0.5555555555555556, 0.0, 253392.73571264104, 0.0, -0.5555555555555556, 3366037.941804805]"
s80_x253492.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253492.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,972,144,144,144,144,0.5555555555555556,0.5555555555555556,253492.73571264104,3365697.941804805,253452.73571264104,3365657.941804805,253532.73571264104,3365737.941804805,"[0.5555555555555556, 0.0, 253452.73571264104, 0.0, -0.5555555555555556, 3365737.941804805]"
s80_x253492.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253492.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,864,144,144,144,144,0.5555555555555556,0.5555555555555556,253492.73571264104,3365757.941804805,253452.73571264104,3365717.941804805,253532.73571264104,3365797.941804805,"[0.5555555555555556, 0.0, 253452.73571264104, 0.0, -0.5555555555555556, 3365797.941804805]"
s80_x253492.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253492.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,756,144,144,144,144,0.5555555555555556,0.5555555555555556,253492.73571264104,3365817.941804805,253452.73571264104,3365777.941804805,253532.73571264104,3365857.941804805,"[0.5555555555555556, 0.0, 253452.73571264104, 0.0, -0.5555555555555556, 3365857.941804805]"
s80_x253492.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253492.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,649,144,144,144,144,0.5555555555555556,0.5555555555555556,253492.73571264104,3365877.941804805,253452.73571264104,3365837.941804805,253532.73571264104,3365917.941804805,"[0.5555555555555556, 0.0, 253452.73571264104, 0.0, -0.5555555555555556, 3365917.941804805]"
s80_x253492.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253492.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,541,144,144,144,144,0.5555555555555556,0.5555555555555556,253492.73571264104,3365937.941804805,253452.73571264104,3365897.941804805,253532.73571264104,3365977.941804805,"[0.5555555555555556, 0.0, 253452.73571264104, 0.0, -0.5555555555555556, 3365977.941804805]"
s80_x253492.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253492.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,433,144,144,144,144,0.5555555555555556,0.5555555555555556,253492.73571264104,3365997.941804805,253452.73571264104,3365957.941804805,253532.73571264104,3366037.941804805,"[0.5555555555555556, 0.0, 253452.73571264104, 0.0, -0.5555555555555556, 3366037.941804805]"
s80_x253552.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253552.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,972,144,144,144,144,0.5555555555555556,0.5555555555555556,253552.73571264104,3365697.941804805,253512.73571264104,3365657.941804805,253592.73571264104,3365737.941804805,"[0.5555555555555556, 0.0, 253512.73571264104, 0.0, -0.5555555555555556, 3365737.941804805]"
s80_x253552.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253552.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,864,144,144,144,144,0.5555555555555556,0.5555555555555556,253552.73571264104,3365757.941804805,253512.73571264104,3365717.941804805,253592.73571264104,3365797.941804805,"[0.5555555555555556, 0.0, 253512.73571264104, 0.0, -0.5555555555555556, 3365797.941804805]"
s80_x253552.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253552.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,756,144,144,144,144,0.5555555555555556,0.5555555555555556,253552.73571264104,3365817.941804805,253512.73571264104,3365777.941804805,253592.73571264104,3365857.941804805,"[0.5555555555555556, 0.0, 253512.73571264104, 0.0, -0.5555555555555556, 3365857.941804805]"
s80_x253552.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253552.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,649,144,144,144,144,0.5555555555555556,0.5555555555555556,253552.73571264104,3365877.941804805,253512.73571264104,3365837.941804805,253592.73571264104,3365917.941804805,"[0.5555555555555556, 0.0, 253512.73571264104, 0.0, -0.5555555555555556, 3365917.941804805]"
s80_x253552.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253552.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,541,144,144,144,144,0.5555555555555556,0.5555555555555556,253552.73571264104,3365937.941804805,253512.73571264104,3365897.941804805,253592.73571264104,3365977.941804805,"[0.5555555555555556, 0.0, 253512.73571264104, 0.0, -0.5555555555555556, 3365977.941804805]"
s80_x253552.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253552.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,433,144,144,144,144,0.5555555555555556,0.5555555555555556,253552.73571264104,3365997.941804805,253512.73571264104,3365957.941804805,253592.73571264104,3366037.941804805,"[0.5555555555555556, 0.0, 253512.73571264104, 0.0, -0.5555555555555556, 3366037.941804805]"
s80_x253612.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253612.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,972,144,144,144,144,0.5555555555555556,0.5555555555555556,253612.73571264104,3365697.941804805,253572.73571264104,3365657.941804805,253652.73571264104,3365737.941804805,"[0.5555555555555556, 0.0, 253572.73571264104, 0.0, -0.5555555555555556, 3365737.941804805]"
s80_x253612.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale_80_120_200_300/tiles_native/s80_x253612.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,864,144,144,144,144,0.5555555555555556,0.5555555555555556,253612.73571264104,3365757.941804805,253572.73571264104,3365717.941804805,253652.73571264104,3365797.941804805,"[0.5555555555555556, 0.0, 253572.73571264104, 0.0, -0.5555555555555556, 3365797.941804805]"
