query_id,tile_id,tile_size_m,source_tif,image_path,center_x,center_y,min_x,min_y,max_x,max_y,intersects_truth_radius,distance_point_to_tile_m,distance_tile_center_to_query_m,contains_query_point
q_001,s200_x253568.902_y3365299.458,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-86.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253568.902_y3365299.458.png,253568.9018066581,3365299.4584696507,253468.9018066581,3365199.4584696507,253668.9018066581,3365399.4584696507,1,0.000,79.903,1
q_001,s200_x253568.902_y3365449.458,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-86.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253568.902_y3365449.458.png,253568.9018066581,3365449.4584696507,253468.9018066581,3365349.4584696507,253668.9018066581,3365549.4584696507,1,0.000,114.132,1
q_001,s80_x253586.869_y3365317.480,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253586.869_y3365317.480.png,253586.86911584332,3365317.480292981,253546.86911584332,3365277.480292981,253626.86911584332,3365357.480292981,1,37.885,85.322,0
q_001,s80_x253586.869_y3365377.480,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253586.869_y3365377.480.png,253586.86911584332,3365377.480292981,253546.86911584332,3365337.480292981,253626.86911584332,3365417.480292981,1,37.885,81.848,0
q_001,s120_x253606.869_y3365277.480,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253606.869_y3365277.480.png,253606.86911584332,3365277.480292981,253546.86911584332,3365217.480292981,253666.86911584332,3365337.480292981,1,40.688,123.217,0
q_001,s120_x253606.869_y3365367.480,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253606.869_y3365367.480.png,253606.86911584332,3365367.480292981,253546.86911584332,3365307.480292981,253666.86911584332,3365427.480292981,1,37.885,99.052,0
q_001,s200_x253646.869_y3365287.480,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253646.869_y3365287.480.png,253646.86911584332,3365287.480292981,253546.86911584332,3365187.480292981,253746.86911584332,3365387.480292981,1,37.885,152.370,0
q_001,s200_x253646.869_y3365437.480,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253646.869_y3365437.480.png,253646.86911584332,3365437.480292981,253546.86911584332,3365337.480292981,253746.86911584332,3365537.480292981,1,37.885,162.064,0
q_002,s80_x253693.067_y3364888.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253693.067_y3364888.442.png,253693.06710738334,3364888.4419510043,253653.06710738334,3364848.4419510043,253733.06710738334,3364928.4419510043,1,12.135,61.949,0
q_002,s80_x253693.067_y3364948.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253693.067_y3364948.442.png,253693.06710738334,3364948.4419510043,253653.06710738334,3364908.4419510043,253733.06710738334,3364988.4419510043,1,0.000,34.372,1
q_002,s80_x253693.067_y3365008.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253693.067_y3365008.442.png,253693.06710738334,3365008.4419510043,253653.06710738334,3364968.4419510043,253733.06710738334,3365048.4419510043,1,27.865,75.665,0
q_002,s80_x253753.067_y3364888.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253753.067_y3364888.442.png,253753.06710738334,3364888.4419510043,253713.06710738334,3364848.4419510043,253793.06710738334,3364928.4419510043,1,12.135,58.502,0
q_002,s80_x253753.067_y3364948.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253753.067_y3364948.442.png,253753.06710738334,3364948.4419510043,253713.06710738334,3364908.4419510043,253793.06710738334,3364988.4419510043,1,0.000,27.681,1
q_002,s80_x253753.067_y3365008.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253753.067_y3365008.442.png,253753.06710738334,3365008.4419510043,253713.06710738334,3364968.4419510043,253793.06710738334,3365048.4419510043,1,27.865,72.870,0
q_002,s80_x253813.067_y3364888.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253813.067_y3364888.442.png,253813.06710738334,3364888.4419510043,253773.06710738334,3364848.4419510043,253853.06710738334,3364928.4419510043,1,48.096,101.031,0
q_002,s80_x253813.067_y3364948.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x253813.067_y3364948.442.png,253813.06710738334,3364948.4419510043,253773.06710738334,3364908.4419510043,253853.06710738334,3364988.4419510043,1,46.540,86.897,0
q_002,s120_x253683.067_y3364848.442,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253683.067_y3364848.442.png,253683.06710738334,3364848.4419510043,253623.06710738334,3364788.4419510043,253743.06710738334,3364908.4419510043,1,32.135,101.871,0
q_002,s120_x253683.067_y3364938.442,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253683.067_y3364938.442.png,253683.06710738334,3364938.4419510043,253623.06710738334,3364878.4419510043,253743.06710738334,3364998.4419510043,1,0.000,43.512,1
q_002,s120_x253683.067_y3365028.442,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253683.067_y3365028.442.png,253683.06710738334,3365028.4419510043,253623.06710738334,3364968.4419510043,253743.06710738334,3365088.4419510043,1,27.865,98.026,0
q_002,s120_x253773.067_y3364848.442,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253773.067_y3364848.442.png,253773.06710738334,3364848.4419510043,253713.06710738334,3364788.4419510043,253833.06710738334,3364908.4419510043,1,32.135,103.222,0
q_002,s120_x253773.067_y3364938.442,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253773.067_y3364938.442.png,253773.06710738334,3364938.4419510043,253713.06710738334,3364878.4419510043,253833.06710738334,3364998.4419510043,1,0.000,46.589,1
q_002,s120_x253773.067_y3365028.442,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x253773.067_y3365028.442.png,253773.06710738334,3365028.4419510043,253713.06710738334,3364968.4419510043,253833.06710738334,3365088.4419510043,1,27.865,99.430,0
q_002,s200_x253633.067_y3364828.442,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253633.067_y3364828.442.png,253633.06710738334,3364828.4419510043,253533.06710738334,3364728.4419510043,253733.06710738334,3364928.4419510043,1,12.135,145.976,0
q_002,s200_x253633.067_y3364978.442,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253633.067_y3364978.442.png,253633.06710738334,3364978.4419510043,253533.06710738334,3364878.4419510043,253733.06710738334,3365078.4419510043,1,0.000,100.839,1
q_002,s200_x253783.067_y3364828.442,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253783.067_y3364828.442.png,253783.06710738334,3364828.4419510043,253683.06710738334,3364728.4419510043,253883.06710738334,3364928.4419510043,1,12.135,125.583,0
q_002,s200_x253783.067_y3364978.442,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x253783.067_y3364978.442.png,253783.06710738334,3364978.4419510043,253683.06710738334,3364878.4419510043,253883.06710738334,3365078.4419510043,1,0.000,68.048,1
q_003,s80_x254493.525_y3363358.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254493.525_y3363358.418.png,254493.5249487518,3363358.417860814,254453.5249487518,3363318.417860814,254533.5249487518,3363398.417860814,1,30.895,77.234,0
q_003,s80_x254493.525_y3363418.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254493.525_y3363418.418.png,254493.5249487518,3363418.417860814,254453.5249487518,3363378.417860814,254533.5249487518,3363458.417860814,1,0.000,32.522,1
q_003,s80_x254493.525_y3363478.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254493.525_y3363478.418.png,254493.5249487518,3363478.417860814,254453.5249487518,3363438.417860814,254533.5249487518,3363518.417860814,1,9.105,57.882,0
q_003,s80_x254553.525_y3363358.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254553.525_y3363358.418.png,254553.5249487518,3363358.417860814,254513.5249487518,3363318.417860814,254593.5249487518,3363398.417860814,1,30.895,76.733,0
q_003,s80_x254553.525_y3363418.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254553.525_y3363418.418.png,254553.5249487518,3363418.417860814,254513.5249487518,3363378.417860814,254593.5249487518,3363458.417860814,1,0.000,31.313,1
q_003,s80_x254553.525_y3363478.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254553.525_y3363478.418.png,254553.5249487518,3363478.417860814,254513.5249487518,3363438.417860814,254593.5249487518,3363518.417860814,1,9.105,57.211,0
q_003,s80_x254613.525_y3363418.418,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254613.525_y3363418.418.png,254613.5249487518,3363418.417860814,254573.5249487518,3363378.417860814,254653.5249487518,3363458.417860814,1,49.357,90.019,0
q_003,s120_x254453.525_y3363348.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254453.525_y3363348.418.png,254453.5249487518,3363348.417860814,254393.5249487518,3363288.417860814,254513.5249487518,3363408.417860814,1,23.450,107.399,0
q_003,s120_x254453.525_y3363438.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254453.525_y3363438.418.png,254453.5249487518,3363438.417860814,254393.5249487518,3363378.417860814,254513.5249487518,3363498.417860814,1,10.643,71.227,0
q_003,s120_x254453.525_y3363528.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254453.525_y3363528.418.png,254453.5249487518,3363528.417860814,254393.5249487518,3363468.417860814,254513.5249487518,3363588.417860814,1,40.527,121.705,0
q_003,s120_x254543.525_y3363348.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254543.525_y3363348.418.png,254543.5249487518,3363348.417860814,254483.5249487518,3363288.417860814,254603.5249487518,3363408.417860814,1,20.895,83.179,0
q_003,s120_x254543.525_y3363438.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254543.525_y3363438.418.png,254543.5249487518,3363438.417860814,254483.5249487518,3363378.417860814,254603.5249487518,3363498.417860814,1,0.000,21.391,1
q_003,s120_x254543.525_y3363528.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254543.525_y3363528.418.png,254543.5249487518,3363528.417860814,254483.5249487518,3363468.417860814,254603.5249487518,3363588.417860814,1,39.105,100.978,0
q_003,s120_x254633.525_y3363438.418,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254633.525_y3363438.418.png,254633.5249487518,3363438.417860814,254573.5249487518,3363378.417860814,254693.5249487518,3363498.417860814,1,49.357,109.735,0
q_003,s200_x254433.525_y3363298.418,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254433.525_y3363298.418.png,254433.5249487518,3363298.417860814,254333.5249487518,3363198.417860814,254533.5249487518,3363398.417860814,1,30.895,159.216,0
q_003,s200_x254433.525_y3363448.418,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254433.525_y3363448.418.png,254433.5249487518,3363448.417860814,254333.5249487518,3363348.417860814,254533.5249487518,3363548.417860814,1,0.000,92.635,1
q_003,s200_x254583.525_y3363298.418,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254583.525_y3363298.418.png,254583.5249487518,3363298.417860814,254483.5249487518,3363198.417860814,254683.5249487518,3363398.417860814,1,30.895,143.725,0
q_003,s200_x254583.525_y3363448.418,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254583.525_y3363448.418.png,254583.5249487518,3363448.417860814,254483.5249487518,3363348.417860814,254683.5249487518,3363548.417860814,1,0.000,62.356,1
q_003,s80_x254601.579_y3363406.495,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254601.579_y3363406.495.png,254601.57889737896,3363406.4948948845,254561.57889737896,3363366.4948948845,254641.57889737896,3363446.4948948845,1,37.411,80.704,0
q_003,s80_x254601.579_y3363466.495,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254601.579_y3363466.495.png,254601.57889737896,3363466.4948948845,254561.57889737896,3363426.4948948845,254641.57889737896,3363506.4948948845,1,37.411,85.877,0
q_003,s120_x254621.579_y3363336.495,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254621.579_y3363336.495.png,254621.57889737896,3363336.4948948845,254561.57889737896,3363276.4948948845,254681.57889737896,3363396.4948948845,1,49.765,134.551,0
q_003,s120_x254621.579_y3363426.495,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254621.579_y3363426.495.png,254621.57889737896,3363426.4948948845,254561.57889737896,3363366.4948948845,254681.57889737896,3363486.4948948845,1,37.411,97.452,0
q_003,s120_x254621.579_y3363516.495,120.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s120_x254621.579_y3363516.495.png,254621.57889737896,3363516.4948948845,254561.57889737896,3363456.4948948845,254681.57889737896,3363576.4948948845,1,46.243,130.727,0
q_003,s200_x254661.579_y3363436.495,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254661.579_y3363436.495.png,254661.57889737896,3363436.4948948845,254561.57889737896,3363336.4948948845,254761.57889737896,3363536.4948948845,1,37.411,137.598,0
q_003,s200_x254419.759_y3363289.382,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_74-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254419.759_y3363289.382.png,254419.75934983813,3363289.382038584,254319.75934983813,3363189.382038584,254519.75934983813,3363389.382038584,1,40.174,174.590,0
q_003,s200_x254569.759_y3363289.382,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_74-88.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s200_x254569.759_y3363289.382.png,254569.75934983813,3363289.382038584,254469.75934983813,3363189.382038584,254669.75934983813,3363389.382038584,1,39.931,147.171,0
q_004,s80_x254053.067_y3364588.442,80.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/fixed_satellite_library_4flights_raw_multiscale/tiles_native/s80_x254053.067_y3364588.442.png,254053.06710738334,3364588.4419510043,254013.06710738334,3364548.4419510043,254093.06710738334,3364628.4419510043,1,33.897,87.176,0
