tile_id,scale_level_m,tile_size_m,image_path,source_tif,pixel_col_off,pixel_row_off,pixel_width,pixel_height,center_x,center_y,min_x,min_y,max_x,max_y,affine
s80_x253432.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253432.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,649,144,144,253432.73571264104,3365877.941804805,253392.73571264104,3365837.941804805,253472.73571264104,3365917.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3365917.9226277936]"
s80_x253432.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253432.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,541,144,144,253432.73571264104,3365937.941804805,253392.73571264104,3365897.941804805,253472.73571264104,3365977.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3365978.0466725104]"
s80_x253432.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253432.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,433,144,144,253432.73571264104,3365997.941804805,253392.73571264104,3365957.941804805,253472.73571264104,3366037.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3366038.1707172273]"
s80_x253432.736_y3366057.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253432.736_y3366057.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,325,144,144,253432.73571264104,3366057.941804805,253392.73571264104,3366017.941804805,253472.73571264104,3366097.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3366098.294761944]"
s80_x253492.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,972,144,144,253492.73571264104,3365697.941804805,253452.73571264104,3365657.941804805,253532.73571264104,3365737.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3365738.1071977606]"
s80_x253492.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,864,144,144,253492.73571264104,3365757.941804805,253452.73571264104,3365717.941804805,253532.73571264104,3365797.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3365798.2312424774]"
s80_x253492.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,756,144,144,253492.73571264104,3365817.941804805,253452.73571264104,3365777.941804805,253532.73571264104,3365857.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3365858.3552871943]"
s80_x253492.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,649,144,144,253492.73571264104,3365877.941804805,253452.73571264104,3365837.941804805,253532.73571264104,3365917.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3365917.9226277936]"
s80_x253492.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,541,144,144,253492.73571264104,3365937.941804805,253452.73571264104,3365897.941804805,253532.73571264104,3365977.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3365978.0466725104]"
s80_x253492.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,433,144,144,253492.73571264104,3365997.941804805,253452.73571264104,3365957.941804805,253532.73571264104,3366037.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3366038.1707172273]"
s80_x253492.736_y3366057.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253492.736_y3366057.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,754,325,144,144,253492.73571264104,3366057.941804805,253452.73571264104,3366017.941804805,253532.73571264104,3366097.941804805,"[0.5567041177487999, 0.0, 253452.49061742364, 0.0, -0.5567041177487999, 3366098.294761944]"
s80_x253552.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,972,144,144,253552.73571264104,3365697.941804805,253512.73571264104,3365657.941804805,253592.73571264104,3365737.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3365738.1071977606]"
s80_x253552.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,864,144,144,253552.73571264104,3365757.941804805,253512.73571264104,3365717.941804805,253592.73571264104,3365797.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3365798.2312424774]"
s80_x253552.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,756,144,144,253552.73571264104,3365817.941804805,253512.73571264104,3365777.941804805,253592.73571264104,3365857.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3365858.3552871943]"
s80_x253552.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,649,144,144,253552.73571264104,3365877.941804805,253512.73571264104,3365837.941804805,253592.73571264104,3365917.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3365917.9226277936]"
s80_x253552.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,541,144,144,253552.73571264104,3365937.941804805,253512.73571264104,3365897.941804805,253592.73571264104,3365977.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3365978.0466725104]"
s80_x253552.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,433,144,144,253552.73571264104,3365997.941804805,253512.73571264104,3365957.941804805,253592.73571264104,3366037.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3366038.1707172273]"
s80_x253552.736_y3366057.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253552.736_y3366057.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,862,325,144,144,253552.73571264104,3366057.941804805,253512.73571264104,3366017.941804805,253592.73571264104,3366097.941804805,"[0.5567041177487999, 0.0, 253512.6146621405, 0.0, -0.5567041177487999, 3366098.294761944]"
s80_x253612.736_y3365697.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365697.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,972,144,144,253612.73571264104,3365697.941804805,253572.73571264104,3365657.941804805,253652.73571264104,3365737.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365738.1071977606]"
s80_x253612.736_y3365757.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,864,144,144,253612.73571264104,3365757.941804805,253572.73571264104,3365717.941804805,253652.73571264104,3365797.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365798.2312424774]"
s80_x253612.736_y3365817.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365817.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,756,144,144,253612.73571264104,3365817.941804805,253572.73571264104,3365777.941804805,253652.73571264104,3365857.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365858.3552871943]"
s80_x253612.736_y3365877.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365877.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,649,144,144,253612.73571264104,3365877.941804805,253572.73571264104,3365837.941804805,253652.73571264104,3365917.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365917.9226277936]"
s80_x253612.736_y3365937.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365937.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,541,144,144,253612.73571264104,3365937.941804805,253572.73571264104,3365897.941804805,253652.73571264104,3365977.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365978.0466725104]"
s80_x253612.736_y3365997.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3365997.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,433,144,144,253612.73571264104,3365997.941804805,253572.73571264104,3365957.941804805,253652.73571264104,3366037.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3366038.1707172273]"
s80_x253612.736_y3366057.942,80,80.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s80_x253612.736_y3366057.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,325,144,144,253612.73571264104,3366057.941804805,253572.73571264104,3366017.941804805,253652.73571264104,3366097.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3366098.294761944]"
s120_x253362.736_y3365717.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365717.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,485,900,216,216,253362.73571264104,3365717.941804805,253302.73571264104,3365657.941804805,253422.73571264104,3365777.941804805,"[0.5567041177487999, 0.0, 253302.7372097492, 0.0, -0.5567041177487999, 3365778.1898942385]"
s120_x253362.736_y3365807.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365807.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,485,738,216,216,253362.73571264104,3365807.941804805,253302.73571264104,3365747.941804805,253422.73571264104,3365867.941804805,"[0.5567041177487999, 0.0, 253302.7372097492, 0.0, -0.5567041177487999, 3365868.375961314]"
s120_x253362.736_y3365897.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365897.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,485,577,216,216,253362.73571264104,3365897.941804805,253302.73571264104,3365837.941804805,253422.73571264104,3365957.941804805,"[0.5567041177487999, 0.0, 253302.7372097492, 0.0, -0.5567041177487999, 3365958.0053242715]"
s120_x253362.736_y3365987.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3365987.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,485,415,216,216,253362.73571264104,3365987.941804805,253302.73571264104,3365927.941804805,253422.73571264104,3366047.941804805,"[0.5567041177487999, 0.0, 253302.7372097492, 0.0, -0.5567041177487999, 3366048.1913913465]"
s120_x253362.736_y3366077.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253362.736_y3366077.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,485,253,216,216,253362.73571264104,3366077.941804805,253302.73571264104,3366017.941804805,253422.73571264104,3366137.941804805,"[0.5567041177487999, 0.0, 253302.7372097492, 0.0, -0.5567041177487999, 3366138.377458422]"
s120_x253452.736_y3365717.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365717.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,900,216,216,253452.73571264104,3365717.941804805,253392.73571264104,3365657.941804805,253512.73571264104,3365777.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3365778.1898942385]"
s120_x253452.736_y3365807.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365807.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,738,216,216,253452.73571264104,3365807.941804805,253392.73571264104,3365747.941804805,253512.73571264104,3365867.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3365868.375961314]"
s120_x253452.736_y3365897.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365897.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,577,216,216,253452.73571264104,3365897.941804805,253392.73571264104,3365837.941804805,253512.73571264104,3365957.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3365958.0053242715]"
s120_x253452.736_y3365987.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3365987.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,415,216,216,253452.73571264104,3365987.941804805,253392.73571264104,3365927.941804805,253512.73571264104,3366047.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3366048.1913913465]"
s120_x253452.736_y3366077.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253452.736_y3366077.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,646,253,216,216,253452.73571264104,3366077.941804805,253392.73571264104,3366017.941804805,253512.73571264104,3366137.941804805,"[0.5567041177487999, 0.0, 253392.36657270676, 0.0, -0.5567041177487999, 3366138.377458422]"
s120_x253542.736_y3365717.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365717.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,900,216,216,253542.73571264104,3365717.941804805,253482.73571264104,3365657.941804805,253602.73571264104,3365777.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3365778.1898942385]"
s120_x253542.736_y3365807.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365807.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,738,216,216,253542.73571264104,3365807.941804805,253482.73571264104,3365747.941804805,253602.73571264104,3365867.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3365868.375961314]"
s120_x253542.736_y3365897.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365897.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,577,216,216,253542.73571264104,3365897.941804805,253482.73571264104,3365837.941804805,253602.73571264104,3365957.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3365958.0053242715]"
s120_x253542.736_y3365987.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3365987.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,415,216,216,253542.73571264104,3365987.941804805,253482.73571264104,3365927.941804805,253602.73571264104,3366047.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3366048.1913913465]"
s120_x253542.736_y3366077.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253542.736_y3366077.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,253,216,216,253542.73571264104,3366077.941804805,253482.73571264104,3366017.941804805,253602.73571264104,3366137.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3366138.377458422]"
s120_x253632.736_y3365717.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365717.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,900,216,216,253632.73571264104,3365717.941804805,253572.73571264104,3365657.941804805,253692.73571264104,3365777.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365778.1898942385]"
s120_x253632.736_y3365807.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365807.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,738,216,216,253632.73571264104,3365807.941804805,253572.73571264104,3365747.941804805,253692.73571264104,3365867.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365868.375961314]"
s120_x253632.736_y3365897.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365897.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,577,216,216,253632.73571264104,3365897.941804805,253572.73571264104,3365837.941804805,253692.73571264104,3365957.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3365958.0053242715]"
s120_x253632.736_y3365987.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3365987.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,415,216,216,253632.73571264104,3365987.941804805,253572.73571264104,3365927.941804805,253692.73571264104,3366047.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3366048.1913913465]"
s120_x253632.736_y3366077.942,120,120.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s120_x253632.736_y3366077.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,970,253,216,216,253632.73571264104,3366077.941804805,253572.73571264104,3366017.941804805,253692.73571264104,3366137.941804805,"[0.5567041177487999, 0.0, 253572.73870685737, 0.0, -0.5567041177487999, 3366138.377458422]"
s200_x253432.736_y3365757.942,200,200.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253432.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,756,359,359,253432.73571264104,3365757.941804805,253332.73571264104,3365657.941804805,253532.73571264104,3365857.941804805,"[0.5567041177487999, 0.0, 253332.2425279899, 0.0, -0.5567041177487999, 3365858.3552871943]"
s200_x253432.736_y3365907.942,200,200.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253432.736_y3365907.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,487,359,359,253432.73571264104,3365907.941804805,253332.73571264104,3365807.941804805,253532.73571264104,3366007.941804805,"[0.5567041177487999, 0.0, 253332.2425279899, 0.0, -0.5567041177487999, 3366008.1086948686]"
s200_x253432.736_y3366057.942,200,200.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253432.736_y3366057.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,538,217,359,359,253432.73571264104,3366057.941804805,253332.73571264104,3365957.941804805,253532.73571264104,3366157.941804805,"[0.5567041177487999, 0.0, 253332.2425279899, 0.0, -0.5567041177487999, 3366158.418806661]"
s200_x253582.736_y3365757.942,200,200.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253582.736_y3365757.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,756,359,359,253582.73571264104,3365757.941804805,253482.73571264104,3365657.941804805,253682.73571264104,3365857.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3365858.3552871943]"
s200_x253582.736_y3365907.942,200,200.0,/mnt/d/aiproject/imagematch/output/stage1/tiles_80_120_200/s200_x253582.736_y3365907.942.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_69-86.tif,808,487,359,359,253582.73571264104,3365907.941804805,253482.73571264104,3365807.941804805,253682.73571264104,3366007.941804805,"[0.5567041177487999, 0.0, 253482.55263978208, 0.0, -0.5567041177487999, 3366008.1086948686]"
