query_id,tile_id,tile_size_m,source_tif,image_path,center_x,center_y,min_x,min_y,max_x,max_y,coverage_ratio,intersection_area_m2,contains_query_center,valid_pixel_ratio,black_pixel_ratio,truth_quality_score,is_strict_truth,is_soft_truth
q_004,cw_s300_x254433.721_y3364102.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254433.721_y3364102.517.png,254433.721025345556,3364102.516620819457,254283.721025345556,3363952.516620819457,254583.721025345556,3364252.516620819457,0.539942,40516.033,1,0.999869,0.000131,0.539872,1,0
q_004,cw_s500_x254383.721_y3364127.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254383.721_y3364127.517.png,254383.721025345556,3364127.516620819457,254133.721025345556,3363877.516620819457,254633.721025345556,3364377.516620819457,0.954432,71618.428,1,0.999922,0.000078,0.954358,1,0
q_005,cw_s200_x254233.721_y3364052.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x254233.721_y3364052.517.png,254233.721025345556,3364052.516620819457,254133.721025345556,3363952.516620819457,254333.721025345556,3364152.516620819457,0.435343,32670.641,1,1.000000,0.000000,0.435343,1,0
q_005,cw_s300_x254208.721_y3364102.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254208.721_y3364102.517.png,254208.721025345556,3364102.516620819457,254058.721025345556,3363952.516620819457,254358.721025345556,3364252.516620819457,0.762562,57227.068,1,1.000000,0.000000,0.762562,1,0
q_005,cw_s300_x254433.721_y3364102.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254433.721_y3364102.517.png,254433.721025345556,3364102.516620819457,254283.721025345556,3363952.516620819457,254583.721025345556,3364252.516620819457,0.431563,32387.010,0,0.999869,0.000131,0.431507,1,0
q_005,cw_s500_x254008.721_y3364127.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254008.721_y3364127.517.png,254008.721025345556,3364127.516620819457,253758.721025345556,3363877.516620819457,254258.721025345556,3364377.516620819457,0.437822,32856.682,0,0.999885,0.000115,0.437772,1,0
q_005,cw_s500_x254383.721_y3364127.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254383.721_y3364127.517.png,254383.721025345556,3364127.516620819457,254133.721025345556,3363877.516620819457,254633.721025345556,3364377.516620819457,0.954846,71657.223,1,0.999922,0.000078,0.954772,1,0
q_005,cw_s700_x254258.721_y3364377.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254258.721_y3364377.517.png,254258.721025345556,3364377.516620819457,253908.721025345556,3364027.516620819457,254608.721025345556,3364727.516620819457,0.893880,67081.927,1,0.999827,0.000173,0.893725,1,0
q_006,cw_s200_x253933.721_y3364952.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x253933.721_y3364952.517.png,253933.721025345556,3364952.516620819457,253833.721025345556,3364852.516620819457,254033.721025345556,3365052.516620819457,0.445240,33410.890,1,1.000000,0.000000,0.445240,1,0
q_006,cw_s300_x253983.721_y3365002.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x253983.721_y3365002.517.png,253983.721025345556,3365002.516620819457,253833.721025345556,3364852.516620819457,254133.721025345556,3365152.516620819457,0.799546,59998.044,1,1.000000,0.000000,0.799546,1,0
q_006,cw_s500_x254008.721_y3364877.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254008.721_y3364877.517.png,254008.721025345556,3364877.516620819457,253758.721025345556,3364627.516620819457,254258.721025345556,3365127.516620819457,0.916555,68778.455,1,0.999921,0.000079,0.916483,1,0
q_006,cw_s700_x254258.721_y3364902.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254258.721_y3364902.517.png,254258.721025345556,3364902.516620819457,253908.721025345556,3364552.516620819457,254608.721025345556,3365252.516620819457,0.564221,42339.241,1,0.999840,0.000160,0.564131,1,0
q_007,cw_s200_x253933.721_y3364802.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x253933.721_y3364802.517.png,253933.721025345556,3364802.516620819457,253833.721025345556,3364702.516620819457,254033.721025345556,3364902.516620819457,0.436532,32762.391,1,1.000000,0.000000,0.436532,1,0
q_007,cw_s200_x254083.721_y3364802.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x254083.721_y3364802.517.png,254083.721025345556,3364802.516620819457,253983.721025345556,3364702.516620819457,254183.721025345556,3364902.516620819457,0.446918,33541.867,1,1.000000,0.000000,0.446918,1,0
q_007,cw_s300_x253983.721_y3364777.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x253983.721_y3364777.517.png,253983.721025345556,3364777.516620819457,253833.721025345556,3364627.516620819457,254133.721025345556,3364927.516620819457,0.777335,58340.148,1,0.999862,0.000138,0.777228,1,0
q_007,cw_s500_x254008.721_y3364877.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254008.721_y3364877.517.png,254008.721025345556,3364877.516620819457,253758.721025345556,3364627.516620819457,254258.721025345556,3365127.516620819457,1.000000,75051.451,1,0.999921,0.000079,0.999921,1,0
q_007,cw_s700_x254258.721_y3364902.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254258.721_y3364902.517.png,254258.721025345556,3364902.516620819457,253908.721025345556,3364552.516620819457,254608.721025345556,3365252.516620819457,0.895572,67213.981,1,0.999840,0.000160,0.895429,1,0
q_008,cw_s200_x254083.721_y3364652.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x254083.721_y3364652.517.png,254083.721025345556,3364652.516620819457,253983.721025345556,3364552.516620819457,254183.721025345556,3364752.516620819457,0.478097,35881.067,1,0.999498,0.000502,0.477857,1,0
q_008,cw_s300_x253983.721_y3364777.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x253983.721_y3364777.517.png,253983.721025345556,3364777.516620819457,253833.721025345556,3364627.516620819457,254133.721025345556,3364927.516620819457,0.499327,37474.432,1,0.999862,0.000138,0.499258,1,0
q_008,cw_s300_x254208.721_y3364777.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254208.721_y3364777.517.png,254208.721025345556,3364777.516620819457,254058.721025345556,3364627.516620819457,254358.721025345556,3364927.516620819457,0.543186,40766.019,1,0.999805,0.000195,0.543080,1,0
q_008,cw_s500_x254008.721_y3364502.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254008.721_y3364502.517.png,254008.721025345556,3364502.516620819457,253758.721025345556,3364252.516620819457,254258.721025345556,3364752.516620819457,0.717207,53826.293,1,0.999826,0.000174,0.717083,1,0
q_008,cw_s500_x254008.721_y3364877.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254008.721_y3364877.517.png,254008.721025345556,3364877.516620819457,253758.721025345556,3364627.516620819457,254258.721025345556,3365127.516620819457,0.816032,61243.084,1,0.999921,0.000079,0.815968,1,0
q_008,cw_s700_x254258.721_y3364377.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254258.721_y3364377.517.png,254258.721025345556,3364377.516620819457,253908.721025345556,3364027.516620819457,254608.721025345556,3364727.516620819457,0.614656,46129.857,1,0.999827,0.000173,0.614550,1,0
q_008,cw_s700_x254258.721_y3364902.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254258.721_y3364902.517.png,254258.721025345556,3364902.516620819457,253908.721025345556,3364552.516620819457,254608.721025345556,3365252.516620819457,0.983168,73786.579,1,0.999840,0.000160,0.983010,1,0
q_009,cw_s200_x254533.721_y3364052.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x254533.721_y3364052.517.png,254533.721025345556,3364052.516620819457,254433.721025345556,3363952.516620819457,254633.721025345556,3364152.516620819457,0.452492,33950.351,1,0.999641,0.000359,0.452330,1,0
q_009,cw_s300_x254658.721_y3364102.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254658.721_y3364102.517.png,254658.721025345556,3364102.516620819457,254508.721025345556,3363952.516620819457,254808.721025345556,3364252.516620819457,0.586772,44025.346,1,0.999726,0.000274,0.586612,1,0
q_009,cw_s500_x254383.721_y3364127.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254383.721_y3364127.517.png,254383.721025345556,3364127.516620819457,254133.721025345556,3363877.516620819457,254633.721025345556,3364377.516620819457,0.682211,51186.048,1,0.999922,0.000078,0.682158,1,0
q_009,cw_s500_x254758.721_y3364127.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254758.721_y3364127.517.png,254758.721025345556,3364127.516620819457,254508.721025345556,3363877.516620819457,255008.721025345556,3364377.516620819457,0.720624,54068.181,1,0.999836,0.000164,0.720506,1,0
q_009,cw_s700_x254783.721_y3364377.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254783.721_y3364377.517.png,254783.721025345556,3364377.516620819457,254433.721025345556,3364027.516620819457,255133.721025345556,3364727.516620819457,0.409044,30690.453,0,0.999831,0.000169,0.408975,1,0
q_010,cw_s200_x254383.721_y3364202.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x254383.721_y3364202.517.png,254383.721025345556,3364202.516620819457,254283.721025345556,3364102.516620819457,254483.721025345556,3364302.516620819457,0.459278,34464.631,1,0.999993,0.000007,0.459274,1,0
q_010,cw_s300_x254433.721_y3364102.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254433.721_y3364102.517.png,254433.721025345556,3364102.516620819457,254283.721025345556,3363952.516620819457,254583.721025345556,3364252.516620819457,0.444262,33337.875,0,0.999869,0.000131,0.444204,1,0
q_010,cw_s300_x254433.721_y3364327.517,300.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s300_x254433.721_y3364327.517.png,254433.721025345556,3364327.516620819457,254283.721025345556,3364177.516620819457,254583.721025345556,3364477.516620819457,0.772513,57970.143,1,0.999995,0.000005,0.772510,1,0
q_010,cw_s500_x254383.721_y3364127.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254383.721_y3364127.517.png,254383.721025345556,3364127.516620819457,254133.721025345556,3363877.516620819457,254633.721025345556,3364377.516620819457,0.942355,70715.204,1,0.999922,0.000078,0.942281,1,0
q_010,cw_s500_x254383.721_y3364502.517,500.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s500_x254383.721_y3364502.517.png,254383.721025345556,3364502.516620819457,254133.721025345556,3364252.516620819457,254633.721025345556,3364752.516620819457,0.524973,39394.467,1,0.999881,0.000119,0.524910,1,0
q_010,cw_s700_x254258.721_y3364377.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254258.721_y3364377.517.png,254258.721025345556,3364377.516620819457,253908.721025345556,3364027.516620819457,254608.721025345556,3364727.516620819457,0.983716,73818.983,1,0.999827,0.000173,0.983545,1,0
q_010,cw_s700_x254783.721_y3364377.517,700.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s700_x254783.721_y3364377.517.png,254783.721025345556,3364377.516620819457,254433.721025345556,3364027.516620819457,255133.721025345556,3364727.516620819457,0.540914,40590.702,1,0.999831,0.000169,0.540822,1,0
q_011,cw_s200_x254233.721_y3364802.517,200.000,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,/mnt/d/aiproject/imagematch/new3output/nadir_009010_caiwangcun_domdsm_fullreplace_full_2026-04-21/candidate_library/tiles_native/cw_s200_x254233.721_y3364802.517.png,254233.721025345556,3364802.516620819457,254133.721025345556,3364702.516620819457,254333.721025345556,3364902.516620819457,0.489473,36730.502,1,1.000000,0.000000,0.489473,1,0
